oos_period,row_model,col_model,adjacency_matrice
229,4,4,0.0
229,4,5,0.709755518755304
229,4,6,0.34224321820435466
229,4,7,0.3901837664123324
229,4,8,0.31096075072518176
229,5,1,0.1252294888892405
229,5,2,0.0
229,5,3,0.0
229,5,4,0.0
229,5,5,0.0
229,5,6,0.0
229,5,7,0.0
229,5,8,0.0
229,6,1,0.3952247793103132
229,6,2,0.15310044699609274
229,6,3,0.0
229,6,4,0.0
229,6,5,0.3480792718875756
229,6,6,0.0
229,6,7,0.3452239355278935
229,6,8,0.0720624535575252
229,7,1,0.2961197693573769
229,7,2,0.48281262189446417
229,7,3,0.0
229,7,4,0.0
229,7,5,0.1922279521254535
229,7,6,0.0
229,7,7,0.0
229,7,8,0.0
229,8,1,0.4093165711368634
229,8,2,0.05665464048942295
229,8,3,0.0
229,8,4,0.0
229,8,5,0.196593833827604
229,8,6,0.0
229,8,7,0.09759235774830208
229,8,8,0.0
230,1,1,0.0
230,1,2,0.0
230,1,3,0.0
230,1,4,0.0
230,1,5,0.0
230,1,6,0.0
230,1,7,0.012296923458700131
230,1,8,0.0
230,2,1,0.20094185034144285
230,2,2,0.0
230,2,3,0.0
230,2,4,0.0
230,2,5,0.16609862304168996
230,2,6,0.0
230,2,7,0.2282721435098714
230,2,8,0.04749749300132319
230,3,1,0.44422306383158516
230,3,2,0.2669150354826449
230,3,3,0.0
230,3,4,0.01621078831954098
230,3,5,0.5394187577979664
230,3,6,0.5557320902255993
230,3,7,0.37058798441278884
230,3,8,0.38350183886013817
230,4,1,0.7022306949653322
230,4,2,0.3988397295403716
230,4,3,0.0
230,4,4,0.0
230,4,5,0.6961892879332778
230,4,6,0.23040909229854573
230,4,7,0.6831871542106585
230,4,8,0.47025139901699137
230,5,1,0.19526371731870265
230,5,2,0.0
230,5,3,0.0
230,5,4,0.0
230,5,5,0.0
230,5,6,0.0
230,5,7,0.10862889899759769
230,5,8,0.0
230,6,1,0.3946203489758575
230,6,2,0.02785050173525091
230,6,3,0.0
230,6,4,0.0
230,6,5,0.21567925898486473
230,6,6,0.0
230,6,7,0.39173801101381156
230,6,8,0.23028481905337794
230,7,1,0.0
230,7,2,0.0
230,7,3,0.0
230,7,4,0.0
230,7,5,0.0
230,7,6,0.0
230,7,7,0.0
230,7,8,0.0
230,8,1,0.2311323742894007
230,8,2,0.0
230,8,3,0.0
230,8,4,0.0
230,8,5,0.0706493207102229
230,8,6,0.0
230,8,7,0.09670516635236612
230,8,8,0.0
231,1,1,0.0
231,1,2,0.0
231,1,3,0.0
231,1,4,0.0
231,1,5,0.0
231,1,6,0.0
231,1,7,0.0
231,1,8,0.0
231,2,1,0.26369785673744667
231,2,2,0.0
231,2,3,0.0
231,2,4,0.0
231,2,5,0.0
231,2,6,0.0
231,2,7,0.15900265070333788
