oos_period,centrality_type,model,centrality_score
270,pagerank,3,0.07954022075168346
270,pagerank,4,0.0695978573080133
270,pagerank,5,0.0682339541802081
270,pagerank,6,0.3547309528479828
270,pagerank,7,0.21614010052789573
270,pagerank,8,0.092392787358423
271,pagerank,1,0.06252257803964434
271,pagerank,2,0.06071760546387982
271,pagerank,3,0.07559157555671507
271,pagerank,4,0.06240838185179287
271,pagerank,5,0.06745966248425828
271,pagerank,6,0.3949892283858284
271,pagerank,7,0.20178636047710266
271,pagerank,8,0.0745246077375404
272,pagerank,1,0.07431313635453735
272,pagerank,2,0.05987330993182271
272,pagerank,3,0.0616894698846974
272,pagerank,4,0.06580575755389471
272,pagerank,5,0.06257389726659601
272,pagerank,6,0.3870429172163683
272,pagerank,7,0.21084170516302722
272,pagerank,8,0.07785980662586321
273,pagerank,1,0.02340209823543924
273,pagerank,2,0.01874999999998125
273,pagerank,3,0.1388987399666263
273,pagerank,4,0.019196880264309497
273,pagerank,5,0.2698588364464586
273,pagerank,6,0.187053554581811
273,pagerank,7,0.15784925347720996
273,pagerank,8,0.18499063702716406
274,pagerank,1,0.06269135752277209
274,pagerank,2,0.06306366195014582
274,pagerank,3,0.07354979593272902
274,pagerank,4,0.08393450011510066
274,pagerank,5,0.05792020390898818
274,pagerank,6,0.2187951814528916
274,pagerank,7,0.3686607452221163
274,pagerank,8,0.07138455389216737
275,pagerank,1,0.01874999999998125
275,pagerank,2,0.041708771483878686
275,pagerank,3,0.12694728067547525
275,pagerank,4,0.27548051666447243
275,pagerank,5,0.01885728561198951
275,pagerank,6,0.2671707218469596
275,pagerank,7,0.21672920198154869
275,pagerank,8,0.03435622173469457
276,pagerank,1,0.06834624275173291
276,pagerank,2,0.06712718030854532
276,pagerank,3,0.0909046618869537
276,pagerank,4,0.06329364140640305
276,pagerank,5,0.07091553001384412
276,pagerank,6,0.1186283549619583
276,pagerank,7,0.4192342728400388
276,pagerank,8,0.10155011582714833
277,pagerank,1,0.13183277172951055
277,pagerank,2,0.15274630502264455
277,pagerank,3,0.019731560756291767
277,pagerank,4,0.3023051459618976
277,pagerank,5,0.018749999999981254
277,pagerank,6,0.040009481176919236
277,pagerank,7,0.17526951672983127
277,pagerank,8,0.15935521862192367
278,pagerank,1,0.02243913661047999
278,pagerank,2,0.2840012639434641
278,pagerank,3,0.0325997121884344
278,pagerank,4,0.01874999999998125
278,pagerank,5,0.024311956526724732
278,pagerank,6,0.02857433708513132
278,pagerank,7,0.29158242261074313
278,pagerank,8,0.2977411710340408
279,pagerank,1,0.37750781538959244
279,pagerank,2,0.062364524578336765
279,pagerank,3,0.0758057398493126
279,pagerank,4,0.05886020537615451
279,pagerank,5,0.06644649665253313
279,pagerank,6,0.06619663484924568
279,pagerank,7,0.19840997006409275
279,pagerank,8,0.09440861323759288
280,pagerank,1,0.0665801481246145
280,pagerank,2,0.06940074250140997
280,pagerank,3,0.08779056245093647
280,pagerank,4,0.09033180415463277
280,pagerank,5,0.07586155977926248
280,pagerank,6,0.06914836640939256
280,pagerank,7,0.3758102899474062
280,pagerank,8,0.1650765266292155
281,pagerank,1,0.11286271601322667
281,pagerank,2,0.06421683841760438
281,pagerank,3,0.13467359234227505
281,pagerank,4,0.057000625520069535
281,pagerank,5,0.06772543188954065
281,pagerank,6,0.061318933739907044
281,pagerank,7,0.34188980927047
281,pagerank,8,0.16031205280396932
282,pagerank,1,0.08391948039463787
282,pagerank,2,0.10136211232772406
282,pagerank,3,0.11481787205792769
282,pagerank,4,0.0593455083587647
282,pagerank,5,0.08325513391224805
282,pagerank,6,0.07700416932002924
282,pagerank,7,0.3820753844893998
282,pagerank,8,0.09822033913610351
283,pagerank,1,0.39299895507912785
283,pagerank,2,0.06266113870601962
283,pagerank,3,0.10750422261062806
283,pagerank,4,0.06315558735998285
283,pagerank,5,0.07152355479606784
283,pagerank,6,0.061306446987396825
283,pagerank,7,0.1352561494644992
283,pagerank,8,0.10559394499305079
284,pagerank,1,0.10134083895263846
284,pagerank,2,0.019538445673928623
284,pagerank,3,0.11063916475852884
284,pagerank,4,0.01874999999998126
284,pagerank,5,0.20309213867044992
284,pagerank,6,0.2619633114226502
284,pagerank,7,0.16488335208898652
284,pagerank,8,0.11979274843183618
285,pagerank,1,0.3004136115258577
285,pagerank,2,0.020762503901372614
285,pagerank,3,0.16058600767382364
