oos_period,model,centrality_score
230,8,0.9605273773043298
231,1,1.3852552105911723e-06
231,2,0.0001250882253679822
231,3,1.2261801156096103e-05
231,4,0.020427249284683206
231,5,0.004439042367213212
231,6,0.0004189483303769623
231,7,0.21612115299299722
231,8,0.7584548717419946
232,1,2.009584130584417e-06
232,2,0.0006887623277685532
232,3,1.6797493106851913e-05
232,4,0.013369321656834056
232,5,0.009747890451691037
232,6,0.00028029305424191774
232,7,0.37405615656162666
232,8,0.6018387688696003
233,1,1.6483251234666393e-05
233,2,0.00026684183270137354
233,3,1.1191510351351197e-06
233,4,0.01814292033399092
233,5,0.0045467683972523895
233,6,0.0004760602511117209
233,7,0.16314863486237982
233,8,0.8134011719192941
234,1,1.3913562837165999e-06
234,2,0.0003308298125408734
234,3,3.7333750547804045e-06
234,4,0.016470299535929888
234,5,0.002505200094455231
234,6,6.375746758294112e-05
234,7,0.14775915943484783
234,8,0.8328656289223045
235,1,1.3640040729170058e-06
235,2,0.002444841999461096
235,3,2.7636188437142393e-06
235,4,0.0007881019542671601
235,5,0.014189120110239125
235,6,5.343505494547548e-05
235,7,0.17672634365084708
235,8,0.8057940296063235
236,1,1.3299261262018868e-06
236,2,0.003339592800106843
236,3,8.525020965898235e-06
236,4,0.00048501815104667694
236,5,0.0199545997189785
236,6,0.00011527871931104863
236,7,0.2709598277785443
236,8,0.7051358278839206
237,1,1.6660224466845391e-06
237,2,0.002211154318924422
237,3,1.2190763190783396e-05
237,4,0.0012441363035575904
237,5,0.02745708378348909
237,6,0.00022779792415086186
237,7,0.25398416590122924
237,8,0.7148618049820112
238,1,3.4845063001484284e-06
238,2,0.002912323800012583
238,3,1.4034492812644127e-06
238,4,0.0004346913572083511
238,5,0.024652425208462204
238,6,0.00011316238832931815
238,7,0.15143624857235885
238,8,0.8204462607170472
239,1,1.4732196567840546e-06
239,2,0.0004057406259746495
239,3,2.337002326027044e-06
239,4,0.0032877705579464167
239,5,0.05255909773800651
239,6,8.809364200472172e-05
239,7,0.8246284073699999
239,8,0.1190270798430849
240,1,1.5832008368360586e-06
240,2,0.0035174227665677412
240,3,8.152115451617888e-06
240,4,0.0010050263735374278
240,5,0.04306184304221222
240,6,0.0002359395777320604
240,7,0.6214260018384954
240,8,0.3307440310841665
241,1,2.7069023040666735e-06
241,2,0.00035388161685855166
241,3,1.1658797041396027e-06
241,4,0.0038551210093189466
241,5,0.014988986451267124
241,6,0.00010042637269854721
241,7,0.8537158910661856
241,8,0.12698182070066302
242,1,1.4835541592455618e-06
242,2,0.0006556762340352814
242,3,4.911159693958371e-06
242,4,0.13346662653132566
242,5,0.1645349543077491
242,6,0.00021611068500086673
242,7,0.6938233862479236
242,8,0.007296851279112205
243,1,2.081392334942573e-06
243,2,0.0010269644133902652
243,3,1.4995957953338138e-05
243,4,0.014043099564023692
243,5,0.16637531766694283
243,6,0.0006245831210160406
243,7,0.7689238343249354
243,8,0.04898912355840353
244,1,1.789154233782422e-06
244,2,0.009004529823986024
244,3,1.0192568741144483e-05
244,4,0.013843404730651017
244,5,0.285566226412012
244,6,0.0007531323162930286
