method,event_index,event_time,horizon,oracle_weight_profile
full_gcsr_v2_eigenvector,3,229,5,0.5065058297009315
full_gcsr_v2_eigenvector,3,229,6,0.49419298856504146
full_gcsr_v2_eigenvector,3,229,7,0.5234903090062802
full_gcsr_v2_eigenvector,3,229,8,0.5109110153220541
full_gcsr_v2_eigenvector,3,229,9,0.466718851175703
full_gcsr_v2_eigenvector,3,229,10,0.6115691768408199
full_gcsr_v2_eigenvector,3,229,11,0.5822570090164678
full_gcsr_v2_eigenvector,3,229,12,0.606221125144659
full_gcsr_v2_eigenvector,3,229,13,0.5903852160954488
full_gcsr_v2_eigenvector,3,229,14,0.5832679872060889
full_gcsr_v2_eigenvector,3,229,15,0.5867735438363888
full_gcsr_v2_eigenvector,3,229,16,0.506495391099307
full_gcsr_v2_eigenvector,3,229,17,0.582296521513104
full_gcsr_v2_eigenvector,3,229,18,0.4143189656734576
full_gcsr_v2_eigenvector,3,229,19,0.4992890154765811
full_gcsr_v2_eigenvector,3,229,20,0.6511104030641603
full_gcsr_v2_eigenvector,3,229,21,0.6609052525059392
full_gcsr_v2_eigenvector,3,229,22,0.7609099277078872
full_gcsr_v2_eigenvector,3,229,23,0.7164481234568392
full_gcsr_v2_eigenvector,3,229,24,0.7080658403632762
full_gcsr_v2_eigenvector,4,241,0,0.606221125144659
full_gcsr_v2_eigenvector,4,241,1,0.5903852160954488
full_gcsr_v2_eigenvector,4,241,2,0.5832679872060889
full_gcsr_v2_eigenvector,4,241,3,0.5867735438363888
full_gcsr_v2_eigenvector,4,241,4,0.506495391099307
full_gcsr_v2_eigenvector,4,241,5,0.582296521513104
full_gcsr_v2_eigenvector,4,241,6,0.4143189656734576
full_gcsr_v2_eigenvector,4,241,7,0.4992890154765811
full_gcsr_v2_eigenvector,4,241,8,0.6511104030641603
full_gcsr_v2_eigenvector,4,241,9,0.6609052525059392
full_gcsr_v2_eigenvector,4,241,10,0.7609099277078872
full_gcsr_v2_eigenvector,4,241,11,0.7164481234568392
full_gcsr_v2_eigenvector,4,241,12,0.7080658403632762
full_gcsr_v2_eigenvector,4,241,13,0.6832204625753018
full_gcsr_v2_eigenvector,4,241,14,0.7222711377476727
full_gcsr_v2_eigenvector,4,241,15,0.70364405796093
full_gcsr_v2_eigenvector,4,241,16,0.6986379276148981
full_gcsr_v2_eigenvector,4,241,17,0.682357587913971
full_gcsr_v2_eigenvector,4,241,18,0.6728413956127401
full_gcsr_v2_eigenvector,4,241,19,0.6561897303156641
full_gcsr_v2_eigenvector,4,241,20,0.5033383062326413
full_gcsr_v2_eigenvector,4,241,21,0.509600227304111
full_gcsr_v2_eigenvector,4,241,22,0.5267615283739335
full_gcsr_v2_eigenvector,4,241,23,0.5211647919670346
full_gcsr_v2_eigenvector,4,241,24,0.5103875723739644
full_gcsr_v2_eigenvector,5,269,0,0.4755692723984801
full_gcsr_v2_eigenvector,5,269,1,0.46794500402120165
full_gcsr_v2_eigenvector,5,269,2,0.46765705803252633
full_gcsr_v2_eigenvector,5,269,3,0.4740602216431766
full_gcsr_v2_eigenvector,5,269,4,0.4766457738142367
full_gcsr_v2_eigenvector,5,269,5,0.48444032113090896
full_gcsr_v2_eigenvector,5,269,6,0.49936236604431516
full_gcsr_v2_eigenvector,5,269,7,0.5120881470489683
full_gcsr_v2_eigenvector,5,269,8,0.5335149941604636
full_gcsr_v2_eigenvector,5,269,9,0.5528907977119062
full_gcsr_v2_eigenvector,5,269,10,0.5717065889677643
full_gcsr_v2_eigenvector,5,269,11,0.5708363777990961
full_gcsr_v2_eigenvector,5,269,12,0.5712759770957662
full_gcsr_v2_eigenvector,5,269,13,0.570027590196808
full_gcsr_v2_eigenvector,5,269,14,0.5367836832394273
full_gcsr_v2_eigenvector,5,269,15,0.5314533735553173
full_gcsr_v2_eigenvector,5,269,16,0.5226491044323434
full_gcsr_v2_eigenvector,5,269,17,0.5173513019936711
full_gcsr_v2_eigenvector,5,269,18,0.5090740794334946
full_gcsr_v2_eigenvector,5,269,19,0.49943953310470446
full_gcsr_v2_eigenvector,5,269,20,0.49846907304624644
full_gcsr_v2_eigenvector,5,269,21,0.49507351475421013
full_gcsr_v2_eigenvector,5,269,22,0.48611501469103535
full_gcsr_v2_eigenvector,5,269,23,0.48992846355455766
full_gcsr_v2_eigenvector,5,269,24,0.48039325017308354
full_gcsr_v2_eigenvector,6,275,0,0.49936236604431516
full_gcsr_v2_eigenvector,6,275,1,0.5120881470489683
full_gcsr_v2_eigenvector,6,275,2,0.5335149941604636
full_gcsr_v2_eigenvector,6,275,3,0.5528907977119062
full_gcsr_v2_eigenvector,6,275,4,0.5717065889677643
full_gcsr_v2_eigenvector,6,275,5,0.5708363777990961
full_gcsr_v2_eigenvector,6,275,6,0.5712759770957662
full_gcsr_v2_eigenvector,6,275,7,0.570027590196808
full_gcsr_v2_eigenvector,6,275,8,0.5367836832394273
full_gcsr_v2_eigenvector,6,275,9,0.5314533735553173
full_gcsr_v2_eigenvector,6,275,10,0.5226491044323434
full_gcsr_v2_eigenvector,6,275,11,0.5173513019936711
full_gcsr_v2_eigenvector,6,275,12,0.5090740794334946
full_gcsr_v2_eigenvector,6,275,13,0.49943953310470446
full_gcsr_v2_eigenvector,6,275,14,0.49846907304624644
full_gcsr_v2_eigenvector,6,275,15,0.49507351475421013
full_gcsr_v2_eigenvector,6,275,16,0.48611501469103535
full_gcsr_v2_eigenvector,6,275,17,0.48992846355455766
full_gcsr_v2_eigenvector,6,275,18,0.48039325017308354
full_gcsr_v2_eigenvector,6,275,19,0.4411148030550316
full_gcsr_v2_eigenvector,6,275,20,0.6462519587586575
full_gcsr_v2_eigenvector,6,275,21,0.4263714849435871
full_gcsr_v2_eigenvector,6,275,22,0.7433456769079798
full_gcsr_v2_eigenvector,6,275,23,0.6633430637808897
full_gcsr_v2_eigenvector,6,275,24,0.6552697311497058
full_gcsr_v2_eigenvector,7,280,0,0.5708363777990961
full_gcsr_v2_eigenvector,7,280,1,0.5712759770957662
full_gcsr_v2_eigenvector,7,280,2,0.570027590196808
full_gcsr_v2_eigenvector,7,280,3,0.5367836832394273
full_gcsr_v2_eigenvector,7,280,4,0.5314533735553173
full_gcsr_v2_eigenvector,7,280,5,0.5226491044323434
full_gcsr_v2_eigenvector,7,280,6,0.5173513019936711
full_gcsr_v2_eigenvector,7,280,7,0.5090740794334946
full_gcsr_v2_eigenvector,7,280,8,0.49943953310470446
full_gcsr_v2_eigenvector,7,280,9,0.49846907304624644
full_gcsr_v2_eigenvector,7,280,10,0.49507351475421013
full_gcsr_v2_eigenvector,7,280,11,0.48611501469103535
full_gcsr_v2_eigenvector,7,280,12,0.48992846355455766
full_gcsr_v2_eigenvector,7,280,13,0.48039325017308354
full_gcsr_v2_eigenvector,7,280,14,0.4411148030550316
full_gcsr_v2_eigenvector,7,280,15,0.6462519587586575
full_gcsr_v2_eigenvector,7,280,16,0.4263714849435871
full_gcsr_v2_eigenvector,7,280,17,0.7433456769079798
full_gcsr_v2_eigenvector,7,280,18,0.6633430637808897
full_gcsr_v2_eigenvector,7,280,19,0.6552697311497058
full_gcsr_v2_eigenvector,7,280,20,
full_gcsr_v2_eigenvector,7,280,21,
full_gcsr_v2_eigenvector,7,280,22,
full_gcsr_v2_eigenvector,7,280,23,
full_gcsr_v2_eigenvector,7,280,24,
full_gcsr_pagerank,0,160,0,0.86383841146554
full_gcsr_pagerank,0,160,1,0.9127326083768177
full_gcsr_pagerank,0,160,2,0.8807471196813086
full_gcsr_pagerank,0,160,3,0.8726613116751227
full_gcsr_pagerank,0,160,4,0.8432116626999427
full_gcsr_pagerank,0,160,5,0.8134222256605215
full_gcsr_pagerank,0,160,6,0.8366215533518253
full_gcsr_pagerank,0,160,7,0.8662535123316459
full_gcsr_pagerank,0,160,8,0.8607276774572613
full_gcsr_pagerank,0,160,9,0.742898998635514
full_gcsr_pagerank,0,160,10,0.7848595610065949
full_gcsr_pagerank,0,160,11,0.6397957367311766
full_gcsr_pagerank,0,160,12,0.7230866846335307
full_gcsr_pagerank,0,160,13,0.7417825009133051
full_gcsr_pagerank,0,160,14,0.7361359325200285
