method,event_index,replication,seed,event_time,recovery_delay
full_gcsr_eigenvector,274,42,84,378,
full_gcsr_pagerank,274,42,84,378,
full_gcsr_softmax,274,42,84,378,
rs_selection,274,42,84,378,8.0
rs_selection_v2,274,42,84,378,8.0
recent_best,274,42,84,378,
equal,275,42,84,392,
bates_granger_mv,275,42,84,392,
var_error,275,42,84,392,5.0
graph_only_eigenvector,275,42,84,392,
graph_only_pagerank,275,42,84,392,
graph_only_softmax,275,42,84,392,
full_gcsr_eigenvector,275,42,84,392,
full_gcsr_pagerank,275,42,84,392,
full_gcsr_softmax,275,42,84,392,
rs_selection,275,42,84,392,
rs_selection_v2,275,42,84,392,
recent_best,275,42,84,392,
equal,276,43,85,320,
bates_granger_mv,276,43,85,320,
var_error,276,43,85,320,32.0
graph_only_eigenvector,276,43,85,320,11.0
graph_only_pagerank,276,43,85,320,
graph_only_softmax,276,43,85,320,11.0
full_gcsr_eigenvector,276,43,85,320,
full_gcsr_pagerank,276,43,85,320,
full_gcsr_softmax,276,43,85,320,
rs_selection,276,43,85,320,11.0
rs_selection_v2,276,43,85,320,11.0
recent_best,276,43,85,320,14.0
equal,277,43,85,396,
bates_granger_mv,277,43,85,396,
var_error,277,43,85,396,
graph_only_eigenvector,277,43,85,396,
graph_only_pagerank,277,43,85,396,
graph_only_softmax,277,43,85,396,
full_gcsr_eigenvector,277,43,85,396,
full_gcsr_pagerank,277,43,85,396,
full_gcsr_softmax,277,43,85,396,
rs_selection,277,43,85,396,
rs_selection_v2,277,43,85,396,
recent_best,277,43,85,396,
equal,278,44,86,212,
bates_granger_mv,278,44,86,212,32.0
var_error,278,44,86,212,
graph_only_eigenvector,278,44,86,212,22.0
graph_only_pagerank,278,44,86,212,
graph_only_softmax,278,44,86,212,21.0
full_gcsr_eigenvector,278,44,86,212,33.0
full_gcsr_pagerank,278,44,86,212,33.0
full_gcsr_softmax,278,44,86,212,33.0
rs_selection,278,44,86,212,27.0
rs_selection_v2,278,44,86,212,27.0
recent_best,278,44,86,212,24.0
equal,279,44,86,247,
bates_granger_mv,279,44,86,247,74.0
var_error,279,44,86,247,
graph_only_eigenvector,279,44,86,247,23.0
graph_only_pagerank,279,44,86,247,36.0
graph_only_softmax,279,44,86,247,22.0
full_gcsr_eigenvector,279,44,86,247,77.0
full_gcsr_pagerank,279,44,86,247,76.0
full_gcsr_softmax,279,44,86,247,76.0
rs_selection,279,44,86,247,21.0
rs_selection_v2,279,44,86,247,21.0
recent_best,279,44,86,247,20.0
equal,280,44,86,282,
bates_granger_mv,280,44,86,282,38.0
var_error,280,44,86,282,
graph_only_eigenvector,280,44,86,282,72.0
graph_only_pagerank,280,44,86,282,
graph_only_softmax,280,44,86,282,19.0
full_gcsr_eigenvector,280,44,86,282,39.0
full_gcsr_pagerank,280,44,86,282,39.0
full_gcsr_softmax,280,44,86,282,39.0
rs_selection,280,44,86,282,
rs_selection_v2,280,44,86,282,
recent_best,280,44,86,282,
equal,281,44,86,305,
bates_granger_mv,281,44,86,305,13.0
var_error,281,44,86,305,20.0
graph_only_eigenvector,281,44,86,305,
graph_only_pagerank,281,44,86,305,
graph_only_softmax,281,44,86,305,
full_gcsr_eigenvector,281,44,86,305,14.0
full_gcsr_pagerank,281,44,86,305,14.0
full_gcsr_softmax,281,44,86,305,14.0
rs_selection,281,44,86,305,
rs_selection_v2,281,44,86,305,
recent_best,281,44,86,305,
equal,282,44,86,311,
bates_granger_mv,282,44,86,311,7.0
var_error,282,44,86,311,
graph_only_eigenvector,282,44,86,311,
graph_only_pagerank,282,44,86,311,
graph_only_softmax,282,44,86,311,
full_gcsr_eigenvector,282,44,86,311,8.0
full_gcsr_pagerank,282,44,86,311,8.0
full_gcsr_softmax,282,44,86,311,8.0
rs_selection,282,44,86,311,
rs_selection_v2,282,44,86,311,
recent_best,282,44,86,311,
equal,283,44,86,349,
bates_granger_mv,283,44,86,349,28.0
var_error,283,44,86,349,
graph_only_eigenvector,283,44,86,349,3.0
graph_only_pagerank,283,44,86,349,10.0
graph_only_softmax,283,44,86,349,
full_gcsr_eigenvector,283,44,86,349,35.0
full_gcsr_pagerank,283,44,86,349,35.0
full_gcsr_softmax,283,44,86,349,35.0
rs_selection,283,44,86,349,4.0
rs_selection_v2,283,44,86,349,4.0
recent_best,283,44,86,349,
equal,284,44,86,392,
bates_granger_mv,284,44,86,392,
var_error,284,44,86,392,
graph_only_eigenvector,284,44,86,392,
graph_only_pagerank,284,44,86,392,
graph_only_softmax,284,44,86,392,
full_gcsr_eigenvector,284,44,86,392,
full_gcsr_pagerank,284,44,86,392,
full_gcsr_softmax,284,44,86,392,
rs_selection,284,44,86,392,
rs_selection_v2,284,44,86,392,
recent_best,284,44,86,392,
equal,285,45,87,201,
bates_granger_mv,285,45,87,201,
var_error,285,45,87,201,33.0
graph_only_eigenvector,285,45,87,201,
graph_only_pagerank,285,45,87,201,21.0
graph_only_softmax,285,45,87,201,
full_gcsr_eigenvector,285,45,87,201,6.0
full_gcsr_pagerank,285,45,87,201,6.0
full_gcsr_softmax,285,45,87,201,6.0
rs_selection,285,45,87,201,
rs_selection_v2,285,45,87,201,
recent_best,285,45,87,201,
equal,286,45,87,204,
bates_granger_mv,286,45,87,204,
var_error,286,45,87,204,30.0
graph_only_eigenvector,286,45,87,204,
graph_only_pagerank,286,45,87,204,42.0
graph_only_softmax,286,45,87,204,
full_gcsr_eigenvector,286,45,87,204,
full_gcsr_pagerank,286,45,87,204,
full_gcsr_softmax,286,45,87,204,
rs_selection,286,45,87,204,
rs_selection_v2,286,45,87,204,
recent_best,286,45,87,204,
equal,287,45,87,247,77.0
bates_granger_mv,287,45,87,247,29.0
var_error,287,45,87,247,23.0
graph_only_eigenvector,287,45,87,247,12.0
graph_only_pagerank,287,45,87,247,
graph_only_softmax,287,45,87,247,14.0
full_gcsr_eigenvector,287,45,87,247,30.0
full_gcsr_pagerank,287,45,87,247,30.0
full_gcsr_softmax,287,45,87,247,30.0
rs_selection,287,45,87,247,14.0
rs_selection_v2,287,45,87,247,14.0
recent_best,287,45,87,247,14.0
equal,288,45,87,277,43.0
bates_granger_mv,288,45,87,277,23.0
var_error,288,45,87,277,58.0
graph_only_eigenvector,288,45,87,277,10.0
graph_only_pagerank,288,45,87,277,21.0
graph_only_softmax,288,45,87,277,29.0
full_gcsr_eigenvector,288,45,87,277,33.0
full_gcsr_pagerank,288,45,87,277,51.0
full_gcsr_softmax,288,45,87,277,32.0
rs_selection,288,45,87,277,30.0
rs_selection_v2,288,45,87,277,30.0
recent_best,288,45,87,277,30.0
equal,289,45,87,320,
bates_granger_mv,289,45,87,320,
var_error,289,45,87,320,12.0
graph_only_eigenvector,289,45,87,320,18.0
graph_only_pagerank,289,45,87,320,
graph_only_softmax,289,45,87,320,50.0
full_gcsr_eigenvector,289,45,87,320,8.0
full_gcsr_pagerank,289,45,87,320,5.0
full_gcsr_softmax,289,45,87,320,8.0
rs_selection,289,45,87,320,
rs_selection_v2,289,45,87,320,
recent_best,289,45,87,320,
equal,290,45,87,357,
bates_granger_mv,290,45,87,357,
var_error,290,45,87,357,
graph_only_eigenvector,290,45,87,357,10.0
graph_only_pagerank,290,45,87,357,12.0
graph_only_softmax,290,45,87,357,12.0
full_gcsr_eigenvector,290,45,87,357,
full_gcsr_pagerank,290,45,87,357,
full_gcsr_softmax,290,45,87,357,
rs_selection,290,45,87,357,11.0
rs_selection_v2,290,45,87,357,11.0
recent_best,290,45,87,357,
equal,291,45,87,376,
bates_granger_mv,291,45,87,376,
var_error,291,45,87,376,
graph_only_eigenvector,291,45,87,376,
graph_only_pagerank,291,45,87,376,
graph_only_softmax,291,45,87,376,
full_gcsr_eigenvector,291,45,87,376,
full_gcsr_pagerank,291,45,87,376,
full_gcsr_softmax,291,45,87,376,
rs_selection,291,45,87,376,
rs_selection_v2,291,45,87,376,
recent_best,291,45,87,376,16.0
equal,292,45,87,394,
bates_granger_mv,292,45,87,394,
var_error,292,45,87,394,
graph_only_eigenvector,292,45,87,394,
graph_only_pagerank,292,45,87,394,
graph_only_softmax,292,45,87,394,
full_gcsr_eigenvector,292,45,87,394,
full_gcsr_pagerank,292,45,87,394,
full_gcsr_softmax,292,45,87,394,
rs_selection,292,45,87,394,
rs_selection_v2,292,45,87,394,
recent_best,292,45,87,394,
equal,293,46,88,309,39.0
bates_granger_mv,293,46,88,309,12.0
var_error,293,46,88,309,
graph_only_eigenvector,293,46,88,309,
graph_only_pagerank,293,46,88,309,36.0
graph_only_softmax,293,46,88,309,
full_gcsr_eigenvector,293,46,88,309,12.0
full_gcsr_pagerank,293,46,88,309,12.0
full_gcsr_softmax,293,46,88,309,12.0
rs_selection,293,46,88,309,
rs_selection_v2,293,46,88,309,
recent_best,293,46,88,309,
equal,294,46,88,312,33.0
bates_granger_mv,294,46,88,312,8.0
var_error,294,46,88,312,31.0
graph_only_eigenvector,294,46,88,312,
graph_only_pagerank,294,46,88,312,30.0
graph_only_softmax,294,46,88,312,
full_gcsr_eigenvector,294,46,88,312,9.0
full_gcsr_pagerank,294,46,88,312,8.0
full_gcsr_softmax,294,46,88,312,9.0
rs_selection,294,46,88,312,
rs_selection_v2,294,46,88,312,
recent_best,294,46,88,312,
equal,295,46,88,370,
bates_granger_mv,295,46,88,370,8.0
var_error,295,46,88,370,
graph_only_eigenvector,295,46,88,370,15.0
graph_only_pagerank,295,46,88,370,
graph_only_softmax,295,46,88,370,11.0
full_gcsr_eigenvector,295,46,88,370,8.0
full_gcsr_pagerank,295,46,88,370,8.0
full_gcsr_softmax,295,46,88,370,8.0
rs_selection,295,46,88,370,11.0
rs_selection_v2,295,46,88,370,11.0
recent_best,295,46,88,370,12.0
equal,296,47,89,220,
bates_granger_mv,296,47,89,220,
var_error,296,47,89,220,
graph_only_eigenvector,296,47,89,220,
graph_only_pagerank,296,47,89,220,
graph_only_softmax,296,47,89,220,
full_gcsr_eigenvector,296,47,89,220,
full_gcsr_pagerank,296,47,89,220,
full_gcsr_softmax,296,47,89,220,
rs_selection,296,47,89,220,
rs_selection_v2,296,47,89,220,
recent_best,296,47,89,220,
equal,297,47,89,227,
bates_granger_mv,297,47,89,227,32.0
var_error,297,47,89,227,
graph_only_eigenvector,297,47,89,227,
graph_only_pagerank,297,47,89,227,
graph_only_softmax,297,47,89,227,
full_gcsr_eigenvector,297,47,89,227,30.0
full_gcsr_pagerank,297,47,89,227,30.0
full_gcsr_softmax,297,47,89,227,30.0
rs_selection,297,47,89,227,
rs_selection_v2,297,47,89,227,
recent_best,297,47,89,227,
equal,298,47,89,316,
bates_granger_mv,298,47,89,316,14.0
var_error,298,47,89,316,5.0
graph_only_eigenvector,298,47,89,316,39.0
graph_only_pagerank,298,47,89,316,
graph_only_softmax,298,47,89,316,33.0
full_gcsr_eigenvector,298,47,89,316,14.0
full_gcsr_pagerank,298,47,89,316,14.0
full_gcsr_softmax,298,47,89,316,14.0
rs_selection,298,47,89,316,33.0
rs_selection_v2,298,47,89,316,33.0
recent_best,298,47,89,316,32.0
equal,299,48,90,240,
bates_granger_mv,299,48,90,240,2.0
var_error,299,48,90,240,
graph_only_eigenvector,299,48,90,240,24.0
graph_only_pagerank,299,48,90,240,
graph_only_softmax,299,48,90,240,21.0
full_gcsr_eigenvector,299,48,90,240,2.0
full_gcsr_pagerank,299,48,90,240,2.0
full_gcsr_softmax,299,48,90,240,2.0
rs_selection,299,48,90,240,21.0
rs_selection_v2,299,48,90,240,21.0
recent_best,299,48,90,240,25.0
equal,300,48,90,290,49.0
bates_granger_mv,300,48,90,290,47.0
var_error,300,48,90,290,3.0
graph_only_eigenvector,300,48,90,290,
graph_only_pagerank,300,48,90,290,25.0
graph_only_softmax,300,48,90,290,76.0
full_gcsr_eigenvector,300,48,90,290,47.0
full_gcsr_pagerank,300,48,90,290,47.0
full_gcsr_softmax,300,48,90,290,48.0
rs_selection,300,48,90,290,
rs_selection_v2,300,48,90,290,
recent_best,300,48,90,290,
equal,301,48,90,313,
bates_granger_mv,301,48,90,313,25.0
var_error,301,48,90,313,23.0
graph_only_eigenvector,301,48,90,313,
graph_only_pagerank,301,48,90,313,29.0
graph_only_softmax,301,48,90,313,
full_gcsr_eigenvector,301,48,90,313,25.0
full_gcsr_pagerank,301,48,90,313,24.0
full_gcsr_softmax,301,48,90,313,25.0
rs_selection,301,48,90,313,
rs_selection_v2,301,48,90,313,
recent_best,301,48,90,313,
equal,302,48,90,341,
bates_granger_mv,302,48,90,341,
var_error,302,48,90,341,13.0
graph_only_eigenvector,302,48,90,341,
graph_only_pagerank,302,48,90,341,
graph_only_softmax,302,48,90,341,25.0
full_gcsr_eigenvector,302,48,90,341,
full_gcsr_pagerank,302,48,90,341,
full_gcsr_softmax,302,48,90,341,
rs_selection,302,48,90,341,37.0
rs_selection_v2,302,48,90,341,37.0
recent_best,302,48,90,341,37.0
equal,303,48,90,356,
bates_granger_mv,303,48,90,356,7.0
var_error,303,48,90,356,
graph_only_eigenvector,303,48,90,356,
graph_only_pagerank,303,48,90,356,
graph_only_softmax,303,48,90,356,
full_gcsr_eigenvector,303,48,90,356,
full_gcsr_pagerank,303,48,90,356,7.0
full_gcsr_softmax,303,48,90,356,
rs_selection,303,48,90,356,
rs_selection_v2,303,48,90,356,
recent_best,303,48,90,356,
equal,304,49,91,241,
bates_granger_mv,304,49,91,241,67.0
var_error,304,49,91,241,
graph_only_eigenvector,304,49,91,241,
graph_only_pagerank,304,49,91,241,
graph_only_softmax,304,49,91,241,
full_gcsr_eigenvector,304,49,91,241,67.0
full_gcsr_pagerank,304,49,91,241,67.0
full_gcsr_softmax,304,49,91,241,49.0
rs_selection,304,49,91,241,
rs_selection_v2,304,49,91,241,
recent_best,304,49,91,241,
equal,305,49,91,335,
bates_granger_mv,305,49,91,335,
var_error,305,49,91,335,14.0
graph_only_eigenvector,305,49,91,335,26.0
graph_only_pagerank,305,49,91,335,
graph_only_softmax,305,49,91,335,25.0
full_gcsr_eigenvector,305,49,91,335,
full_gcsr_pagerank,305,49,91,335,
full_gcsr_softmax,305,49,91,335,
rs_selection,305,49,91,335,23.0
rs_selection_v2,305,49,91,335,23.0
recent_best,305,49,91,335,23.0
equal,306,49,91,376,
bates_granger_mv,306,49,91,376,
var_error,306,49,91,376,
graph_only_eigenvector,306,49,91,376,
graph_only_pagerank,306,49,91,376,
graph_only_softmax,306,49,91,376,
full_gcsr_eigenvector,306,49,91,376,
full_gcsr_pagerank,306,49,91,376,
full_gcsr_softmax,306,49,91,376,
rs_selection,306,49,91,376,18.0
rs_selection_v2,306,49,91,376,18.0
recent_best,306,49,91,376,17.0
