method,event_index,replication,seed,event_time,recovery_delay
rs_selection_v2,61,9,51,329,32.0
recent_best,61,9,51,329,31.0
equal,62,9,51,337,27.0
bates_granger_mv,62,9,51,337,
var_error,62,9,51,337,
graph_only_eigenvector,62,9,51,337,6.0
graph_only_pagerank,62,9,51,337,13.0
graph_only_softmax,62,9,51,337,8.0
full_gcsr_eigenvector,62,9,51,337,
full_gcsr_pagerank,62,9,51,337,
full_gcsr_softmax,62,9,51,337,
rs_selection,62,9,51,337,24.0
rs_selection_v2,62,9,51,337,24.0
recent_best,62,9,51,337,23.0
equal,63,9,51,347,20.0
bates_granger_mv,63,9,51,347,
var_error,63,9,51,347,
graph_only_eigenvector,63,9,51,347,
graph_only_pagerank,63,9,51,347,6.0
graph_only_softmax,63,9,51,347,8.0
full_gcsr_eigenvector,63,9,51,347,5.0
full_gcsr_pagerank,63,9,51,347,6.0
full_gcsr_softmax,63,9,51,347,5.0
rs_selection,63,9,51,347,15.0
rs_selection_v2,63,9,51,347,15.0
recent_best,63,9,51,347,14.0
equal,64,10,52,228,5.0
bates_granger_mv,64,10,52,228,
var_error,64,10,52,228,11.0
graph_only_eigenvector,64,10,52,228,8.0
graph_only_pagerank,64,10,52,228,10.0
graph_only_softmax,64,10,52,228,38.0
full_gcsr_eigenvector,64,10,52,228,
full_gcsr_pagerank,64,10,52,228,
full_gcsr_softmax,64,10,52,228,
rs_selection,64,10,52,228,30.0
rs_selection_v2,64,10,52,228,30.0
recent_best,64,10,52,228,30.0
equal,65,10,52,311,7.0
bates_granger_mv,65,10,52,311,11.0
var_error,65,10,52,311,11.0
graph_only_eigenvector,65,10,52,311,70.0
graph_only_pagerank,65,10,52,311,
graph_only_softmax,65,10,52,311,
full_gcsr_eigenvector,65,10,52,311,14.0
full_gcsr_pagerank,65,10,52,311,13.0
full_gcsr_softmax,65,10,52,311,14.0
rs_selection,65,10,52,311,
rs_selection_v2,65,10,52,311,
recent_best,65,10,52,311,
equal,66,10,52,333,
bates_granger_mv,66,10,52,333,31.0
var_error,66,10,52,333,53.0
graph_only_eigenvector,66,10,52,333,39.0
graph_only_pagerank,66,10,52,333,44.0
graph_only_softmax,66,10,52,333,66.0
full_gcsr_eigenvector,66,10,52,333,31.0
full_gcsr_pagerank,66,10,52,333,31.0
full_gcsr_softmax,66,10,52,333,31.0
rs_selection,66,10,52,333,62.0
rs_selection_v2,66,10,52,333,62.0
recent_best,66,10,52,333,48.0
equal,67,10,52,336,
bates_granger_mv,67,10,52,336,29.0
var_error,67,10,52,336,49.0
graph_only_eigenvector,67,10,52,336,43.0
graph_only_pagerank,67,10,52,336,41.0
graph_only_softmax,67,10,52,336,63.0
full_gcsr_eigenvector,67,10,52,336,30.0
full_gcsr_pagerank,67,10,52,336,29.0
full_gcsr_softmax,67,10,52,336,33.0
rs_selection,67,10,52,336,54.0
rs_selection_v2,67,10,52,336,54.0
recent_best,67,10,52,336,42.0
equal,68,10,52,350,
bates_granger_mv,68,10,52,350,12.0
var_error,68,10,52,350,11.0
graph_only_eigenvector,68,10,52,350,31.0
graph_only_pagerank,68,10,52,350,30.0
graph_only_softmax,68,10,52,350,
full_gcsr_eigenvector,68,10,52,350,12.0
full_gcsr_pagerank,68,10,52,350,11.0
full_gcsr_softmax,68,10,52,350,12.0
rs_selection,68,10,52,350,21.0
rs_selection_v2,68,10,52,350,21.0
recent_best,68,10,52,350,23.0
equal,69,11,53,208,
bates_granger_mv,69,11,53,208,52.0
var_error,69,11,53,208,26.0
graph_only_eigenvector,69,11,53,208,
graph_only_pagerank,69,11,53,208,
graph_only_softmax,69,11,53,208,62.0
full_gcsr_eigenvector,69,11,53,208,
full_gcsr_pagerank,69,11,53,208,
full_gcsr_softmax,69,11,53,208,
rs_selection,69,11,53,208,20.0
rs_selection_v2,69,11,53,208,20.0
recent_best,69,11,53,208,20.0
equal,70,11,53,256,39.0
bates_granger_mv,70,11,53,256,
var_error,70,11,53,256,19.0
graph_only_eigenvector,70,11,53,256,
graph_only_pagerank,70,11,53,256,23.0
graph_only_softmax,70,11,53,256,
full_gcsr_eigenvector,70,11,53,256,
full_gcsr_pagerank,70,11,53,256,
full_gcsr_softmax,70,11,53,256,
rs_selection,70,11,53,256,
rs_selection_v2,70,11,53,256,
recent_best,70,11,53,256,
equal,71,11,53,279,30.0
bates_granger_mv,71,11,53,279,39.0
var_error,71,11,53,279,
graph_only_eigenvector,71,11,53,279,
graph_only_pagerank,71,11,53,279,7.0
graph_only_softmax,71,11,53,279,
full_gcsr_eigenvector,71,11,53,279,37.0
full_gcsr_pagerank,71,11,53,279,37.0
full_gcsr_softmax,71,11,53,279,37.0
rs_selection,71,11,53,279,
rs_selection_v2,71,11,53,279,
recent_best,71,11,53,279,15.0
equal,72,11,53,310,28.0
bates_granger_mv,72,11,53,310,72.0
var_error,72,11,53,310,53.0
graph_only_eigenvector,72,11,53,310,29.0
graph_only_pagerank,72,11,53,310,7.0
graph_only_softmax,72,11,53,310,14.0
full_gcsr_eigenvector,72,11,53,310,76.0
full_gcsr_pagerank,72,11,53,310,76.0
full_gcsr_softmax,72,11,53,310,76.0
rs_selection,72,11,53,310,7.0
rs_selection_v2,72,11,53,310,7.0
recent_best,72,11,53,310,14.0
equal,73,11,53,380,7.0
bates_granger_mv,73,11,53,380,8.0
var_error,73,11,53,380,
graph_only_eigenvector,73,11,53,380,11.0
graph_only_pagerank,73,11,53,380,
graph_only_softmax,73,11,53,380,12.0
full_gcsr_eigenvector,73,11,53,380,7.0
full_gcsr_pagerank,73,11,53,380,8.0
full_gcsr_softmax,73,11,53,380,7.0
rs_selection,73,11,53,380,15.0
rs_selection_v2,73,11,53,380,15.0
recent_best,73,11,53,380,12.0
equal,74,12,54,200,
bates_granger_mv,74,12,54,200,
var_error,74,12,54,200,13.0
graph_only_eigenvector,74,12,54,200,
graph_only_pagerank,74,12,54,200,
graph_only_softmax,74,12,54,200,
full_gcsr_eigenvector,74,12,54,200,
full_gcsr_pagerank,74,12,54,200,
full_gcsr_softmax,74,12,54,200,
rs_selection,74,12,54,200,
rs_selection_v2,74,12,54,200,
recent_best,74,12,54,200,
equal,75,12,54,215,
bates_granger_mv,75,12,54,215,
var_error,75,12,54,215,32.0
graph_only_eigenvector,75,12,54,215,
graph_only_pagerank,75,12,54,215,
graph_only_softmax,75,12,54,215,
full_gcsr_eigenvector,75,12,54,215,
full_gcsr_pagerank,75,12,54,215,
full_gcsr_softmax,75,12,54,215,
rs_selection,75,12,54,215,
rs_selection_v2,75,12,54,215,
recent_best,75,12,54,215,
equal,76,12,54,372,
bates_granger_mv,76,12,54,372,
var_error,76,12,54,372,
graph_only_eigenvector,76,12,54,372,19.0
graph_only_pagerank,76,12,54,372,
graph_only_softmax,76,12,54,372,20.0
full_gcsr_eigenvector,76,12,54,372,
full_gcsr_pagerank,76,12,54,372,
full_gcsr_softmax,76,12,54,372,
rs_selection,76,12,54,372,19.0
rs_selection_v2,76,12,54,372,19.0
recent_best,76,12,54,372,19.0
equal,77,13,55,203,13.0
bates_granger_mv,77,13,55,203,29.0
var_error,77,13,55,203,9.0
graph_only_eigenvector,77,13,55,203,
graph_only_pagerank,77,13,55,203,10.0
graph_only_softmax,77,13,55,203,
full_gcsr_eigenvector,77,13,55,203,28.0
full_gcsr_pagerank,77,13,55,203,28.0
full_gcsr_softmax,77,13,55,203,28.0
rs_selection,77,13,55,203,10.0
rs_selection_v2,77,13,55,203,10.0
recent_best,77,13,55,203,43.0
equal,78,13,55,224,9.0
bates_granger_mv,78,13,55,224,7.0
var_error,78,13,55,224,5.0
graph_only_eigenvector,78,13,55,224,
graph_only_pagerank,78,13,55,224,
graph_only_softmax,78,13,55,224,
full_gcsr_eigenvector,78,13,55,224,
full_gcsr_pagerank,78,13,55,224,
full_gcsr_softmax,78,13,55,224,
rs_selection,78,13,55,224,
rs_selection_v2,78,13,55,224,
recent_best,78,13,55,224,
equal,79,13,55,363,
bates_granger_mv,79,13,55,363,27.0
var_error,79,13,55,363,
graph_only_eigenvector,79,13,55,363,
graph_only_pagerank,79,13,55,363,
graph_only_softmax,79,13,55,363,
full_gcsr_eigenvector,79,13,55,363,25.0
full_gcsr_pagerank,79,13,55,363,25.0
full_gcsr_softmax,79,13,55,363,25.0
rs_selection,79,13,55,363,
rs_selection_v2,79,13,55,363,
recent_best,79,13,55,363,
equal,80,14,56,234,
bates_granger_mv,80,14,56,234,
var_error,80,14,56,234,
graph_only_eigenvector,80,14,56,234,13.0
graph_only_pagerank,80,14,56,234,
graph_only_softmax,80,14,56,234,13.0
full_gcsr_eigenvector,80,14,56,234,
full_gcsr_pagerank,80,14,56,234,
full_gcsr_softmax,80,14,56,234,
rs_selection,80,14,56,234,
rs_selection_v2,80,14,56,234,
recent_best,80,14,56,234,
equal,81,14,56,252,
bates_granger_mv,81,14,56,252,44.0
var_error,81,14,56,252,21.0
graph_only_eigenvector,81,14,56,252,
graph_only_pagerank,81,14,56,252,
graph_only_softmax,81,14,56,252,
full_gcsr_eigenvector,81,14,56,252,60.0
full_gcsr_pagerank,81,14,56,252,60.0
full_gcsr_softmax,81,14,56,252,60.0
rs_selection,81,14,56,252,
rs_selection_v2,81,14,56,252,
recent_best,81,14,56,252,
equal,82,14,56,259,
bates_granger_mv,82,14,56,259,55.0
var_error,82,14,56,259,53.0
graph_only_eigenvector,82,14,56,259,
graph_only_pagerank,82,14,56,259,
graph_only_softmax,82,14,56,259,
full_gcsr_eigenvector,82,14,56,259,55.0
full_gcsr_pagerank,82,14,56,259,56.0
full_gcsr_softmax,82,14,56,259,56.0
rs_selection,82,14,56,259,41.0
rs_selection_v2,82,14,56,259,41.0
recent_best,82,14,56,259,
equal,83,14,56,358,
bates_granger_mv,83,14,56,358,
var_error,83,14,56,358,5.0
graph_only_eigenvector,83,14,56,358,
graph_only_pagerank,83,14,56,358,
graph_only_softmax,83,14,56,358,
full_gcsr_eigenvector,83,14,56,358,
full_gcsr_pagerank,83,14,56,358,
full_gcsr_softmax,83,14,56,358,
rs_selection,83,14,56,358,
rs_selection_v2,83,14,56,358,
recent_best,83,14,56,358,
equal,84,14,56,382,
bates_granger_mv,84,14,56,382,
var_error,84,14,56,382,
graph_only_eigenvector,84,14,56,382,
graph_only_pagerank,84,14,56,382,
graph_only_softmax,84,14,56,382,
full_gcsr_eigenvector,84,14,56,382,
full_gcsr_pagerank,84,14,56,382,
full_gcsr_softmax,84,14,56,382,
rs_selection,84,14,56,382,
rs_selection_v2,84,14,56,382,
recent_best,84,14,56,382,
equal,85,15,57,202,53.0
bates_granger_mv,85,15,57,202,20.0
var_error,85,15,57,202,74.0
graph_only_eigenvector,85,15,57,202,25.0
graph_only_pagerank,85,15,57,202,27.0
graph_only_softmax,85,15,57,202,15.0
full_gcsr_eigenvector,85,15,57,202,41.0
full_gcsr_pagerank,85,15,57,202,42.0
full_gcsr_softmax,85,15,57,202,41.0
rs_selection,85,15,57,202,
rs_selection_v2,85,15,57,202,
recent_best,85,15,57,202,
equal,86,15,57,208,46.0
bates_granger_mv,86,15,57,208,40.0
var_error,86,15,57,208,
graph_only_eigenvector,86,15,57,208,
graph_only_pagerank,86,15,57,208,28.0
graph_only_softmax,86,15,57,208,
full_gcsr_eigenvector,86,15,57,208,41.0
full_gcsr_pagerank,86,15,57,208,54.0
full_gcsr_softmax,86,15,57,208,54.0
rs_selection,86,15,57,208,
rs_selection_v2,86,15,57,208,
recent_best,86,15,57,208,
equal,87,15,57,211,41.0
bates_granger_mv,87,15,57,211,38.0
var_error,87,15,57,211,
graph_only_eigenvector,87,15,57,211,
graph_only_pagerank,87,15,57,211,26.0
graph_only_softmax,87,15,57,211,
full_gcsr_eigenvector,87,15,57,211,52.0
full_gcsr_pagerank,87,15,57,211,52.0
full_gcsr_softmax,87,15,57,211,52.0
rs_selection,87,15,57,211,
rs_selection_v2,87,15,57,211,
recent_best,87,15,57,211,
equal,88,15,57,233,50.0
bates_granger_mv,88,15,57,233,34.0
var_error,88,15,57,233,
graph_only_eigenvector,88,15,57,233,
graph_only_pagerank,88,15,57,233,7.0
graph_only_softmax,88,15,57,233,
full_gcsr_eigenvector,88,15,57,233,34.0
full_gcsr_pagerank,88,15,57,233,34.0
full_gcsr_softmax,88,15,57,233,34.0
rs_selection,88,15,57,233,
rs_selection_v2,88,15,57,233,
recent_best,88,15,57,233,
equal,89,15,57,247,46.0
bates_granger_mv,89,15,57,247,22.0
var_error,89,15,57,247,64.0
graph_only_eigenvector,89,15,57,247,4.0
graph_only_pagerank,89,15,57,247,40.0
graph_only_softmax,89,15,57,247,5.0
full_gcsr_eigenvector,89,15,57,247,22.0
full_gcsr_pagerank,89,15,57,247,22.0
full_gcsr_softmax,89,15,57,247,22.0
rs_selection,89,15,57,247,
rs_selection_v2,89,15,57,247,
recent_best,89,15,57,247,
equal,90,15,57,264,29.0
bates_granger_mv,90,15,57,264,6.0
var_error,90,15,57,264,12.0
graph_only_eigenvector,90,15,57,264,
graph_only_pagerank,90,15,57,264,24.0
graph_only_softmax,90,15,57,264,
full_gcsr_eigenvector,90,15,57,264,6.0
full_gcsr_pagerank,90,15,57,264,6.0
full_gcsr_softmax,90,15,57,264,6.0
rs_selection,90,15,57,264,
rs_selection_v2,90,15,57,264,
recent_best,90,15,57,264,
equal,91,15,57,277,17.0
bates_granger_mv,91,15,57,277,
var_error,91,15,57,277,22.0
graph_only_eigenvector,91,15,57,277,
graph_only_pagerank,91,15,57,277,11.0
graph_only_softmax,91,15,57,277,
full_gcsr_eigenvector,91,15,57,277,6.0
full_gcsr_pagerank,91,15,57,277,6.0
full_gcsr_softmax,91,15,57,277,6.0
rs_selection,91,15,57,277,
rs_selection_v2,91,15,57,277,
recent_best,91,15,57,277,
equal,92,15,57,280,15.0
bates_granger_mv,92,15,57,280,
var_error,92,15,57,280,11.0
graph_only_eigenvector,92,15,57,280,
graph_only_pagerank,92,15,57,280,7.0
graph_only_softmax,92,15,57,280,
full_gcsr_eigenvector,92,15,57,280,
full_gcsr_pagerank,92,15,57,280,
full_gcsr_softmax,92,15,57,280,
rs_selection,92,15,57,280,
rs_selection_v2,92,15,57,280,
recent_best,92,15,57,280,
equal,93,15,57,288,14.0
bates_granger_mv,93,15,57,288,23.0
var_error,93,15,57,288,23.0
graph_only_eigenvector,93,15,57,288,
graph_only_pagerank,93,15,57,288,
graph_only_softmax,93,15,57,288,
full_gcsr_eigenvector,93,15,57,288,23.0
full_gcsr_pagerank,93,15,57,288,24.0
full_gcsr_softmax,93,15,57,288,23.0
rs_selection,93,15,57,288,
rs_selection_v2,93,15,57,288,
recent_best,93,15,57,288,
equal,94,15,57,318,12.0
bates_granger_mv,94,15,57,318,
var_error,94,15,57,318,
graph_only_eigenvector,94,15,57,318,15.0
graph_only_pagerank,94,15,57,318,
graph_only_softmax,94,15,57,318,13.0
full_gcsr_eigenvector,94,15,57,318,72.0
full_gcsr_pagerank,94,15,57,318,72.0
full_gcsr_softmax,94,15,57,318,72.0
rs_selection,94,15,57,318,14.0
rs_selection_v2,94,15,57,318,14.0
recent_best,94,15,57,318,15.0
equal,95,15,57,357,
bates_granger_mv,95,15,57,357,19.0
var_error,95,15,57,357,8.0
graph_only_eigenvector,95,15,57,357,
graph_only_pagerank,95,15,57,357,
graph_only_softmax,95,15,57,357,40.0
full_gcsr_eigenvector,95,15,57,357,26.0
full_gcsr_pagerank,95,15,57,357,26.0
full_gcsr_softmax,95,15,57,357,25.0
rs_selection,95,15,57,357,40.0
rs_selection_v2,95,15,57,357,40.0
recent_best,95,15,57,357,21.0
equal,96,17,59,203,10.0
bates_granger_mv,96,17,59,203,
var_error,96,17,59,203,
graph_only_eigenvector,96,17,59,203,
graph_only_pagerank,96,17,59,203,
graph_only_softmax,96,17,59,203,
full_gcsr_eigenvector,96,17,59,203,7.0
full_gcsr_pagerank,96,17,59,203,7.0
full_gcsr_softmax,96,17,59,203,7.0
rs_selection,96,17,59,203,
rs_selection_v2,96,17,59,203,
recent_best,96,17,59,203,
equal,97,17,59,211,12.0
bates_granger_mv,97,17,59,211,
var_error,97,17,59,211,23.0
graph_only_eigenvector,97,17,59,211,
graph_only_pagerank,97,17,59,211,
graph_only_softmax,97,17,59,211,
full_gcsr_eigenvector,97,17,59,211,57.0
full_gcsr_pagerank,97,17,59,211,57.0
full_gcsr_softmax,97,17,59,211,57.0
rs_selection,97,17,59,211,
rs_selection_v2,97,17,59,211,
recent_best,97,17,59,211,
equal,98,17,59,224,6.0
bates_granger_mv,98,17,59,224,
var_error,98,17,59,224,11.0
graph_only_eigenvector,98,17,59,224,11.0
graph_only_pagerank,98,17,59,224,22.0
graph_only_softmax,98,17,59,224,46.0
full_gcsr_eigenvector,98,17,59,224,44.0
full_gcsr_pagerank,98,17,59,224,43.0
full_gcsr_softmax,98,17,59,224,44.0
rs_selection,98,17,59,224,
rs_selection_v2,98,17,59,224,
recent_best,98,17,59,224,
equal,99,17,59,260,10.0
bates_granger_mv,99,17,59,260,
var_error,99,17,59,260,
graph_only_eigenvector,99,17,59,260,
graph_only_pagerank,99,17,59,260,
graph_only_softmax,99,17,59,260,14.0
full_gcsr_eigenvector,99,17,59,260,8.0
full_gcsr_pagerank,99,17,59,260,8.0
full_gcsr_softmax,99,17,59,260,8.0
rs_selection,99,17,59,260,
rs_selection_v2,99,17,59,260,
recent_best,99,17,59,260,
equal,100,17,59,273,
bates_granger_mv,100,17,59,273,
var_error,100,17,59,273,
graph_only_eigenvector,100,17,59,273,
graph_only_pagerank,100,17,59,273,
graph_only_softmax,100,17,59,273,
full_gcsr_eigenvector,100,17,59,273,71.0
full_gcsr_pagerank,100,17,59,273,
full_gcsr_softmax,100,17,59,273,
rs_selection,100,17,59,273,
rs_selection_v2,100,17,59,273,
recent_best,100,17,59,273,
equal,101,17,59,277,
bates_granger_mv,101,17,59,277,
var_error,101,17,59,277,
graph_only_eigenvector,101,17,59,277,
graph_only_pagerank,101,17,59,277,
graph_only_softmax,101,17,59,277,
full_gcsr_eigenvector,101,17,59,277,66.0
full_gcsr_pagerank,101,17,59,277,66.0
full_gcsr_softmax,101,17,59,277,66.0
rs_selection,101,17,59,277,
rs_selection_v2,101,17,59,277,
recent_best,101,17,59,277,
equal,102,18,60,206,18.0
bates_granger_mv,102,18,60,206,21.0
var_error,102,18,60,206,
graph_only_eigenvector,102,18,60,206,
graph_only_pagerank,102,18,60,206,52.0
graph_only_softmax,102,18,60,206,
full_gcsr_eigenvector,102,18,60,206,6.0
full_gcsr_pagerank,102,18,60,206,17.0
full_gcsr_softmax,102,18,60,206,6.0
rs_selection,102,18,60,206,
rs_selection_v2,102,18,60,206,
recent_best,102,18,60,206,
equal,103,18,60,217,8.0
bates_granger_mv,103,18,60,217,7.0
var_error,103,18,60,217,
graph_only_eigenvector,103,18,60,217,39.0
graph_only_pagerank,103,18,60,217,26.0
graph_only_softmax,103,18,60,217,30.0
full_gcsr_eigenvector,103,18,60,217,8.0
full_gcsr_pagerank,103,18,60,217,8.0
full_gcsr_softmax,103,18,60,217,8.0
rs_selection,103,18,60,217,29.0
rs_selection_v2,103,18,60,217,29.0
recent_best,103,18,60,217,29.0
equal,104,18,60,228,
bates_granger_mv,104,18,60,228,5.0
var_error,104,18,60,228,
graph_only_eigenvector,104,18,60,228,14.0
graph_only_pagerank,104,18,60,228,14.0
graph_only_softmax,104,18,60,228,12.0
full_gcsr_eigenvector,104,18,60,228,
full_gcsr_pagerank,104,18,60,228,
full_gcsr_softmax,104,18,60,228,
rs_selection,104,18,60,228,13.0
rs_selection_v2,104,18,60,228,13.0
recent_best,104,18,60,228,16.0
equal,105,18,60,334,56.0
bates_granger_mv,105,18,60,334,8.0
var_error,105,18,60,334,7.0
graph_only_eigenvector,105,18,60,334,13.0
graph_only_pagerank,105,18,60,334,16.0
graph_only_softmax,105,18,60,334,10.0
full_gcsr_eigenvector,105,18,60,334,7.0
full_gcsr_pagerank,105,18,60,334,7.0
full_gcsr_softmax,105,18,60,334,7.0
rs_selection,105,18,60,334,13.0
rs_selection_v2,105,18,60,334,13.0
recent_best,105,18,60,334,12.0
equal,106,19,61,214,21.0
bates_granger_mv,106,19,61,214,
var_error,106,19,61,214,
graph_only_eigenvector,106,19,61,214,
graph_only_pagerank,106,19,61,214,34.0
graph_only_softmax,106,19,61,214,
full_gcsr_eigenvector,106,19,61,214,38.0
full_gcsr_pagerank,106,19,61,214,38.0
full_gcsr_softmax,106,19,61,214,38.0
rs_selection,106,19,61,214,
rs_selection_v2,106,19,61,214,
recent_best,106,19,61,214,
equal,107,19,61,241,
bates_granger_mv,107,19,61,241,
var_error,107,19,61,241,5.0
graph_only_eigenvector,107,19,61,241,
graph_only_pagerank,107,19,61,241,
graph_only_softmax,107,19,61,241,
full_gcsr_eigenvector,107,19,61,241,10.0
full_gcsr_pagerank,107,19,61,241,9.0
full_gcsr_softmax,107,19,61,241,9.0
rs_selection,107,19,61,241,
rs_selection_v2,107,19,61,241,
recent_best,107,19,61,241,
equal,108,19,61,265,
bates_granger_mv,108,19,61,265,3.0
var_error,108,19,61,265,47.0
graph_only_eigenvector,108,19,61,265,
graph_only_pagerank,108,19,61,265,71.0
graph_only_softmax,108,19,61,265,
full_gcsr_eigenvector,108,19,61,265,4.0
full_gcsr_pagerank,108,19,61,265,4.0
full_gcsr_softmax,108,19,61,265,4.0
rs_selection,108,19,61,265,
rs_selection_v2,108,19,61,265,
recent_best,108,19,61,265,
equal,109,19,61,299,46.0
bates_granger_mv,109,19,61,299,
var_error,109,19,61,299,13.0
graph_only_eigenvector,109,19,61,299,72.0
graph_only_pagerank,109,19,61,299,28.0
graph_only_softmax,109,19,61,299,
full_gcsr_eigenvector,109,19,61,299,
full_gcsr_pagerank,109,19,61,299,
full_gcsr_softmax,109,19,61,299,
rs_selection,109,19,61,299,
rs_selection_v2,109,19,61,299,
recent_best,109,19,61,299,
equal,110,19,61,323,17.0
bates_granger_mv,110,19,61,323,10.0
var_error,110,19,61,323,
graph_only_eigenvector,110,19,61,323,
graph_only_pagerank,110,19,61,323,10.0
graph_only_softmax,110,19,61,323,
full_gcsr_eigenvector,110,19,61,323,9.0
full_gcsr_pagerank,110,19,61,323,9.0
full_gcsr_softmax,110,19,61,323,9.0
rs_selection,110,19,61,323,
rs_selection_v2,110,19,61,323,
recent_best,110,19,61,323,
equal,111,19,61,332,11.0
bates_granger_mv,111,19,61,332,
var_error,111,19,61,332,
graph_only_eigenvector,111,19,61,332,41.0
graph_only_pagerank,111,19,61,332,
graph_only_softmax,111,19,61,332,
full_gcsr_eigenvector,111,19,61,332,
full_gcsr_pagerank,111,19,61,332,
full_gcsr_softmax,111,19,61,332,
rs_selection,111,19,61,332,
rs_selection_v2,111,19,61,332,
recent_best,111,19,61,332,
equal,112,19,61,353,
bates_granger_mv,112,19,61,353,
var_error,112,19,61,353,
graph_only_eigenvector,112,19,61,353,13.0
graph_only_pagerank,112,19,61,353,
graph_only_softmax,112,19,61,353,9.0
full_gcsr_eigenvector,112,19,61,353,
full_gcsr_pagerank,112,19,61,353,
full_gcsr_softmax,112,19,61,353,
rs_selection,112,19,61,353,17.0
rs_selection_v2,112,19,61,353,17.0
recent_best,112,19,61,353,13.0
equal,113,19,61,375,
bates_granger_mv,113,19,61,375,15.0
var_error,113,19,61,375,
graph_only_eigenvector,113,19,61,375,
graph_only_pagerank,113,19,61,375,
graph_only_softmax,113,19,61,375,
full_gcsr_eigenvector,113,19,61,375,15.0
full_gcsr_pagerank,113,19,61,375,15.0
full_gcsr_softmax,113,19,61,375,15.0
rs_selection,113,19,61,375,
rs_selection_v2,113,19,61,375,
recent_best,113,19,61,375,
equal,114,19,61,385,
bates_granger_mv,114,19,61,385,8.0
var_error,114,19,61,385,14.0
graph_only_eigenvector,114,19,61,385,
graph_only_pagerank,114,19,61,385,
graph_only_softmax,114,19,61,385,
full_gcsr_eigenvector,114,19,61,385,
full_gcsr_pagerank,114,19,61,385,
full_gcsr_softmax,114,19,61,385,
rs_selection,114,19,61,385,
rs_selection_v2,114,19,61,385,
recent_best,114,19,61,385,4.0
equal,115,20,62,232,18.0
bates_granger_mv,115,20,62,232,11.0
var_error,115,20,62,232,
graph_only_eigenvector,115,20,62,232,11.0
graph_only_pagerank,115,20,62,232,13.0
graph_only_softmax,115,20,62,232,10.0
full_gcsr_eigenvector,115,20,62,232,12.0
full_gcsr_pagerank,115,20,62,232,10.0
full_gcsr_softmax,115,20,62,232,13.0
rs_selection,115,20,62,232,10.0
rs_selection_v2,115,20,62,232,10.0
recent_best,115,20,62,232,15.0
equal,116,20,62,271,
bates_granger_mv,116,20,62,271,32.0
var_error,116,20,62,271,5.0
graph_only_eigenvector,116,20,62,271,
graph_only_pagerank,116,20,62,271,48.0
graph_only_softmax,116,20,62,271,
full_gcsr_eigenvector,116,20,62,271,20.0
full_gcsr_pagerank,116,20,62,271,31.0
full_gcsr_softmax,116,20,62,271,20.0
rs_selection,116,20,62,271,
rs_selection_v2,116,20,62,271,
recent_best,116,20,62,271,
equal,117,20,62,324,25.0
bates_granger_mv,117,20,62,324,9.0
var_error,117,20,62,324,
graph_only_eigenvector,117,20,62,324,
graph_only_pagerank,117,20,62,324,
graph_only_softmax,117,20,62,324,36.0
full_gcsr_eigenvector,117,20,62,324,27.0
full_gcsr_pagerank,117,20,62,324,27.0
full_gcsr_softmax,117,20,62,324,27.0
rs_selection,117,20,62,324,39.0
rs_selection_v2,117,20,62,324,39.0
recent_best,117,20,62,324,
equal,118,20,62,387,
bates_granger_mv,118,20,62,387,9.0
var_error,118,20,62,387,
graph_only_eigenvector,118,20,62,387,9.0
graph_only_pagerank,118,20,62,387,10.0
graph_only_softmax,118,20,62,387,7.0
full_gcsr_eigenvector,118,20,62,387,
full_gcsr_pagerank,118,20,62,387,
full_gcsr_softmax,118,20,62,387,
rs_selection,118,20,62,387,
rs_selection_v2,118,20,62,387,
recent_best,118,20,62,387,
equal,119,21,63,220,
bates_granger_mv,119,21,63,220,
var_error,119,21,63,220,10.0
graph_only_eigenvector,119,21,63,220,9.0
graph_only_pagerank,119,21,63,220,
graph_only_softmax,119,21,63,220,3.0
full_gcsr_eigenvector,119,21,63,220,5.0
full_gcsr_pagerank,119,21,63,220,5.0
full_gcsr_softmax,119,21,63,220,5.0
rs_selection,119,21,63,220,
rs_selection_v2,119,21,63,220,
recent_best,119,21,63,220,
equal,120,21,63,271,
bates_granger_mv,120,21,63,271,
var_error,120,21,63,271,
graph_only_eigenvector,120,21,63,271,
graph_only_pagerank,120,21,63,271,5.0
graph_only_softmax,120,21,63,271,
full_gcsr_eigenvector,120,21,63,271,
full_gcsr_pagerank,120,21,63,271,
full_gcsr_softmax,120,21,63,271,
rs_selection,120,21,63,271,38.0
rs_selection_v2,120,21,63,271,38.0
recent_best,120,21,63,271,32.0
equal,121,21,63,287,
bates_granger_mv,121,21,63,287,19.0
var_error,121,21,63,287,
graph_only_eigenvector,121,21,63,287,
graph_only_pagerank,121,21,63,287,
graph_only_softmax,121,21,63,287,
full_gcsr_eigenvector,121,21,63,287,
full_gcsr_pagerank,121,21,63,287,
full_gcsr_softmax,121,21,63,287,
rs_selection,121,21,63,287,
rs_selection_v2,121,21,63,287,
recent_best,121,21,63,287,
equal,122,21,63,336,
bates_granger_mv,122,21,63,336,47.0
var_error,122,21,63,336,5.0
graph_only_eigenvector,122,21,63,336,
graph_only_pagerank,122,21,63,336,
graph_only_softmax,122,21,63,336,
full_gcsr_eigenvector,122,21,63,336,62.0
full_gcsr_pagerank,122,21,63,336,62.0
full_gcsr_softmax,122,21,63,336,62.0
rs_selection,122,21,63,336,
rs_selection_v2,122,21,63,336,
recent_best,122,21,63,336,
equal,123,21,63,355,
bates_granger_mv,123,21,63,355,41.0
