method,event_index,event_time,horizon,excess_risk
full_gcsr_softmax,2,194,18,1.2488673815736417
full_gcsr_softmax,2,194,19,0.6552074778301709
full_gcsr_softmax,2,194,20,0.8891624739138275
full_gcsr_softmax,2,194,21,0.7697859421547958
full_gcsr_softmax,2,194,22,0.8034456013958253
full_gcsr_softmax,2,194,23,1.224439575459903
full_gcsr_softmax,2,194,24,1.4022891839857956
full_gcsr_softmax,3,229,0,4.048820098558872
full_gcsr_softmax,3,229,1,3.653656645976834
full_gcsr_softmax,3,229,2,4.2145311652258135
full_gcsr_softmax,3,229,3,4.327366578753832
full_gcsr_softmax,3,229,4,3.825015258170869
full_gcsr_softmax,3,229,5,4.060338864812927
full_gcsr_softmax,3,229,6,4.665575919360588
full_gcsr_softmax,3,229,7,8.647856939401311
full_gcsr_softmax,3,229,8,5.4499585291955395
full_gcsr_softmax,3,229,9,5.868493844509495
full_gcsr_softmax,3,229,10,5.5426016516035865
full_gcsr_softmax,3,229,11,7.145835531050693
full_gcsr_softmax,3,229,12,6.897308115723921
full_gcsr_softmax,3,229,13,0.5070652402139081
full_gcsr_softmax,3,229,14,6.0565111029098615
full_gcsr_softmax,3,229,15,4.4535185892958316
full_gcsr_softmax,3,229,16,1.8959666847714403
full_gcsr_softmax,3,229,17,6.9755930298004065
full_gcsr_softmax,3,229,18,0.748696102576422
full_gcsr_softmax,3,229,19,0.6520014555106184
full_gcsr_softmax,3,229,20,1.6531507356458364
full_gcsr_softmax,3,229,21,1.465613520168125
full_gcsr_softmax,3,229,22,1.4189922175378462
full_gcsr_softmax,3,229,23,0.9360684637483432
full_gcsr_softmax,3,229,24,1.4170993251192607
full_gcsr_softmax,4,241,0,6.897308115723921
full_gcsr_softmax,4,241,1,0.5070652402139081
full_gcsr_softmax,4,241,2,6.0565111029098615
full_gcsr_softmax,4,241,3,4.4535185892958316
full_gcsr_softmax,4,241,4,1.8959666847714403
full_gcsr_softmax,4,241,5,6.9755930298004065
full_gcsr_softmax,4,241,6,0.748696102576422
full_gcsr_softmax,4,241,7,0.6520014555106184
full_gcsr_softmax,4,241,8,1.6531507356458364
full_gcsr_softmax,4,241,9,1.465613520168125
full_gcsr_softmax,4,241,10,1.4189922175378462
